SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,StreamingTV,PaperlessBilling,MonthlyCharges,TotalCharges,numAdminTickets,numTechTickets,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_actual,Churn_prob,Customer_Value,Priority_Score
1,1,0,4,1,0,0,1,74.4,306.6,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.7236563238578683,297.6,215.3601219801016
0,0,0,3,1,0,0,1,85.3,264.8,0,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.8309995616618627,255.89999999999998,212.65278782927066
0,0,0,42,1,0,1,1,100.3,4222.95,0,0,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.08832685000632344,2407.2,212.62039333522176
1,0,0,23,0,0,0,1,34.65,768.45,0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.2662272879659409,796.9499999999999,212.1698371444566
0,0,0,3,1,0,1,1,89.45,240.45,2,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.7906210576403155,268.35,212.1631608177787
0,0,0,26,1,1,0,1,95.85,2475.35,0,0,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0,0.09128803406975466,2300.3999999999996,209.9989935740636
0,0,0,13,0,0,1,0,49.15,649.4,3,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0.32719043768287115,638.9499999999999,209.0583301574705
0,0,0,4,1,0,0,1,73.9,280.85,2,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0.6991989985975072,295.6,206.68322398542315
0,1,1,26,1,0,0,0,78.95,2034.25,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.10895016500030283,1894.8000000000002,206.4387726425738
1,0,0,4,1,0,0,0,72.75,317.75,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.7076199596349929,291.0,205.91740825378292
1,1,0,46,1,0,1,1,98.85,4564.9,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0.08620876926396008,2372.3999999999996,204.52168420181886
0,1,0,29,0,0,1,1,45.9,1332.4,0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.18540995343792324,1101.6,204.24760470721623
0,0,0,8,1,0,1,1,66.65,520.95,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0.38250230233625365,533.2,203.95022760569046
0,0,0,24,1,1,0,1,55.65,1400.55,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.15239826309637053,1335.6,203.54312019151246
0,0,0,4,1,0,0,1,76.65,333.6,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0.6631113481935118,306.6,203.30993935613074
0,0,0,5,1,0,0,1,75.65,399.45,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0.5369580509774027,378.25,203.10438278220255
0,1,1,13,1,0,0,0,55.95,734.35,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.27904859124768994,727.35,202.96599284400727
0,1,0,26,1,0,1,1,73.05,1959.5,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0.11568924411080327,1753.1999999999998,202.82638277506027
1,0,0,46,1,0,1,1,104.45,4863.85,0,0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0,0.08051823831185959,2506.8,201.84311980016963
0,0,0,19,1,0,0,1,45.0,865.85,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.23472831362947646,855.0,200.69270815320237
0,1,1,49,1,1,0,0,59.6,2970.3,0,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,0.14000697549668872,1430.4,200.26597775046358
0,0,0,5,1,0,0,1,64.0,370.25,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,0.6228271214534394,320.0,199.3046788651006
0,0,0,9,1,0,0,1,43.75,405.7,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.5060597216881408,393.75,199.26101541470547
0,0,0,5,1,0,0,0,78.75,426.35,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.5055960291294076,393.75,199.07843646970423
1,0,0,3,1,0,0,1,77.0,237.75,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.8598014917160088,231.0,198.61414458639806
0,0,0,67,0,0,1,1,53.4,3579.15,1,3,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0,0.1542900856220402,1281.6,197.7381737332067
0,0,0,15,1,1,0,1,55.7,899.8,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.2358164014757741,835.5,197.02460343300925
0,0,0,15,1,0,0,0,48.85,736.8,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.26844134791409424,732.75,196.70039768405255
1,1,0,30,1,0,1,0,74.85,2181.75,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,0,0.10644782982359911,1796.3999999999999,191.22288149511343
1,1,0,18,1,1,0,1,59.1,1011.05,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0.17898088688495156,1063.8,190.39986746821145
0,0,1,14,1,0,1,1,59.8,824.85,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0.22604699035938294,837.1999999999999,189.2465403288754
0,0,0,19,1,0,1,1,61.55,1093.2,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0.16160857984796487,1169.45,188.99315370320252
0,0,0,3,1,0,0,1,74.95,212.4,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8383727969976653,224.85000000000002,188.50812340492507
0,1,1,40,1,0,0,1,81.2,3292.3,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0.0966842859264513,1948.8000000000002,188.4183364134683
0,1,0,3,1,0,0,1,75.85,256.6,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.8236547906674303,227.54999999999998,187.42264761637375
0,0,0,23,1,0,1,1,73.75,1756.6,1,0,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0,0.11028794836134136,1696.25,187.07593240792528
0,0,0,31,1,0,1,1,71.05,2168.15,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0.10951043494250201,1705.1999999999998,186.7371936639544
1,1,0,21,1,1,0,1,64.95,1339.8,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0.1360039337577258,1363.95,185.5025654488501
0,0,0,3,1,0,0,1,75.5,220.6,3,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.8169122203350673,226.5,185.03061790589274
1,1,0,39,1,1,1,0,99.1,3877.95,1,1,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,0,0.07739525074397548,2378.3999999999996,184.07686436947125
0,0,0,26,1,0,0,0,75.5,2018.1,4,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.10132044835684434,1812.0,183.59265242260193
0,1,1,28,1,1,0,1,82.85,2320.8,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.09210020915478892,1988.3999999999999,183.13205588338226
1,1,0,43,1,0,1,1,94.3,3953.15,0,0,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0.07993799049175378,2263.2,180.91566008093713
1,0,0,3,1,0,0,1,75.05,256.25,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.801023445664966,225.14999999999998,180.35042879146707
0,1,1,21,1,1,1,1,75.9,1549.75,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.11220243573541182,1593.9,178.8394623186729
0,1,1,8,1,0,1,1,68.55,564.35,4,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.3244307565593978,548.4,177.91782689717374
0,0,0,28,1,0,1,1,59.55,1646.45,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.12422835714690776,1429.1999999999998,177.54716803436054
0,1,0,19,1,0,0,1,59.8,1130.85,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,0.15609713755288043,1136.2,177.35756768758276
0,0,0,40,1,0,0,0,83.85,3532.25,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.08793387508536481,2012.3999999999999,176.95813022178814
0,1,0,63,1,0,0,1,81.2,4965.1,0,2,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0,0.08980209097746354,1948.8000000000002,175.00631489688098
1,1,0,45,1,0,0,1,86.1,3861.45,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0.08440856820279943,2066.3999999999996,174.4218653342647
0,0,0,8,1,1,0,1,65.5,573.15,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0.3324488548732924,524.0,174.2031999536052
0,0,0,3,1,0,1,0,83.75,247.25,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0.6922151187728064,251.25,173.9190485916676
0,0,0,3,1,0,0,0,90.4,268.45,0,0,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0,0.634028406572814,271.20000000000005,171.9485038625472
0,1,1,5,1,1,0,1,90.35,434.5,0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0,0.3800821914929168,451.75,171.70213000692516
0,0,1,9,1,0,1,1,69.4,571.45,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0,0.2738650531800834,624.6,171.0561122162801
0,0,0,27,1,1,0,0,52.85,1498.65,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0.13480118040654265,1268.4,170.98181722765872
0,0,0,2,1,0,1,1,90.4,168.2,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.9412751741468987,180.8,170.1825514857593
0,1,0,2,1,0,1,1,94.2,167.5,0,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,0.9006703530201471,188.4,169.68629450899573
0,1,0,18,1,0,0,0,56.8,1074.65,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0.1658455792138387,1022.4,169.56052018822868
1,0,0,7,1,1,0,1,48.2,340.35,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.5019130703474526,337.40000000000003,169.3454699352305
0,1,1,5,1,0,0,0,69.95,320.4,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.48280799812254277,349.75,168.86209734335932
1,1,0,16,1,1,0,1,54.55,825.1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.19071130556149332,872.8,166.45282749407136
0,0,0,3,1,0,0,1,70.15,194.2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.7870371905327729,210.45000000000002,165.63197674762208
0,1,0,17,0,0,1,1,49.8,836.35,0,0,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,0.1955560829750787,846.5999999999999,165.5577798467016
0,0,0,31,1,0,0,0,81.7,2548.65,0,0,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0,0.0839998181543315,1960.8000000000002,164.70684343701322
0,1,1,16,1,1,1,0,84.9,1398.25,0,0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0.12076657280036142,1358.4,164.04931249201096
0,1,0,6,1,0,0,0,50.35,314.55,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.5401517701643838,302.1,163.17984976666034
0,1,1,12,1,0,1,1,58.35,740.55,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0.23153546077984463,700.2,162.12112963804722
0,0,0,3,1,0,0,0,74.4,215.8,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.7211996767638404,223.20000000000002,160.9717678536892
0,0,0,3,1,0,1,0,90.7,237.65,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.5906242400618518,272.1,160.7088557208299
0,0,0,12,1,0,1,0,74.05,872.65,2,0,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,1,0.17989278006907655,888.5999999999999,159.8527243693814
0,0,0,7,1,1,0,1,59.1,369.25,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0,0.38596400374210693,413.7,159.67330834810963
0,1,1,38,1,0,1,1,101.15,3956.7,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0,0.0656629987241088,2427.6000000000004,159.40349570264655
0,0,0,38,1,0,0,1,69.5,2625.25,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0947052923645589,1668.0,157.96842766408423
0,0,0,3,1,1,0,1,74.55,233.65,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.70609460785401,223.64999999999998,157.91805904654933
0,0,0,28,1,0,0,1,54.9,1505.15,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0.1197753840251268,1317.6,157.81604599150705
0,0,0,35,1,1,1,1,108.95,4025.5,0,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,0,0.060011657443185984,2614.8,156.91848188244273
1,1,0,8,1,0,0,1,64.4,581.7,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0,0.30185388727063567,515.2,155.51512272183152
0,1,1,12,1,0,1,1,56.3,628.65,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.2279745099099601,675.5999999999999,154.01957889516902
0,0,0,10,1,0,0,0,54.25,583.0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0.2835629316341751,542.5,153.83289041154
1,1,0,33,1,1,0,1,93.55,3055.5,0,0,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0,0.06848518967164884,2245.2,153.76294785078596
0,1,1,10,1,0,0,1,65.5,616.9,5,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0.23340990809403925,655.0,152.88348980159572
0,0,1,19,1,1,0,1,60.6,1297.8,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0,0.132310069101349,1151.4,152.34181356329324
0,0,0,5,1,1,0,1,53.8,283.95,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.5625604804549285,269.0,151.32876924237576
0,1,1,28,1,0,1,0,100.35,2799.0,0,0,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0,0.06260786840443334,2408.3999999999996,150.78479026523723
0,0,0,12,0,0,1,0,60.65,743.3,0,0,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0,0.20716602490113825,727.8,150.7754329230484
0,1,1,9,1,0,0,1,55.3,501.2,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0.30230944147976113,497.7,150.4594090244771
0,0,0,3,1,0,0,1,69.55,222.3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.7209262194343243,208.64999999999998,150.42125568497175
0,1,0,24,1,1,0,1,58.35,1346.9,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0.10723960282360348,1400.4,150.17833979417432
1,1,1,20,1,1,0,0,94.3,1818.3,0,0,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,0,0.07895929005838177,1886.0,148.91722105010803
0,1,0,2,1,0,1,1,91.45,171.45,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0.8126296119477439,182.9,148.62995602524236
1,0,0,2,1,0,0,1,84.05,186.05,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.8833596645843197,168.1,148.49275961662414
0,0,0,2,1,0,0,1,85.7,169.8,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.8576055852709854,171.4,146.9935973154469
0,0,1,2,1,0,1,1,94.2,193.8,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.7769775635429912,188.4,146.38257297149954
0,0,0,13,0,0,0,1,23.9,300.8,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.47064232841814896,310.7,146.22857143951887
0,0,0,38,1,0,0,1,70.45,2597.6,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.08578238215199907,1690.8000000000002,145.04085174260004
0,0,0,3,1,0,1,1,89.85,244.45,0,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0,0.5351403121089368,269.54999999999995,144.24707112896388
0,0,0,41,1,0,0,1,74.25,3089.1,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.08019580478072044,1782.0,142.90892411924384
0,1,1,3,1,0,0,1,80.0,241.3,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0.5932522359911473,240.0,142.38053663787534
0,1,0,18,1,0,0,1,49.55,878.35,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,0.15862409621998932,891.9,141.47683141860847
0,0,0,41,1,1,0,1,81.3,3190.65,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.07221200332684811,1951.1999999999998,140.90006089134602
0,1,1,32,1,1,0,1,90.8,3023.85,0,0,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,0,0.06411949465789267,2179.2,139.7292027584797
0,1,0,43,1,1,0,1,94.1,4107.3,0,0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,0.061408908375829144,2258.3999999999996,138.6858786759725
0,1,0,40,1,0,0,1,78.85,3126.85,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0.07315695364837803,1892.3999999999999,138.44221908419058
1,0,0,40,1,0,1,1,103.75,4188.4,1,0,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,0,0.05538792133885049,2490.0,137.91592413373772
1,0,0,3,1,0,0,0,75.05,202.9,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.606461035030409,225.14999999999998,136.54470203709658
0,1,0,59,1,0,1,1,80.1,4693.2,4,2,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0,0.07053540042586495,1922.3999999999999,135.59725377868278
0,0,0,7,1,0,1,1,59.5,415.95,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0.3241697761293863,416.5,135.0167117578894
0,1,1,43,1,0,1,1,99.3,4209.95,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0.056647880863968235,2383.2,135.0032296750091
0,0,0,3,1,0,0,1,70.3,220.4,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.6375406821275995,210.89999999999998,134.45732986071073
1,0,0,2,1,0,0,1,79.6,195.05,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.8431594889554826,159.2,134.23099064171282
0,0,0,11,0,0,0,1,35.65,425.1,0,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0.3410895433152512,392.15,133.75826441107574
0,0,0,3,1,0,0,0,75.0,209.1,4,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.5887460252858029,225.0,132.46785568930565
0,0,0,25,0,0,1,0,54.2,1423.15,0,0,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0,0.10069351882075556,1300.8000000000002,130.98212928203884
0,0,0,5,1,0,0,1,50.6,249.95,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.5162381773282197,253.0,130.60825886403958
0,1,0,22,1,0,0,1,54.7,1178.75,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0,0.1084386725681262,1203.4,130.4950985684831
1,1,0,50,1,0,0,1,71.05,3444.85,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.07637447268181546,1705.1999999999998,130.2337508170317
0,0,0,24,1,0,0,1,49.7,1218.25,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0.10915645425341565,1192.8000000000002,130.2018186334742
0,0,0,35,1,1,0,1,89.2,3251.3,0,0,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0,0.0607663108654514,2140.8,130.08851830075838
0,0,0,9,1,1,0,1,68.25,576.95,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0,0.21015427413551593,614.25,129.08726288774065
0,0,0,2,1,0,0,1,80.95,171.15,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.7934103771637525,161.9,128.45314006281154
0,0,0,2,1,0,0,1,75.55,166.3,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.8495645950973097,151.1,128.3692103192035
0,1,1,6,1,0,0,1,48.95,273.25,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.4357437295567288,293.70000000000005,127.97793337081127
0,0,0,3,1,0,0,1,69.6,207.4,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.6121418485275929,208.79999999999998,127.81521797256138
0,0,0,9,0,0,1,1,34.7,296.1,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.40866320198331335,312.3,127.62551797938876
0,0,0,14,1,1,0,0,50.1,709.5,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.1796839599137574,701.4,126.03032948350945
0,0,0,26,1,1,0,0,61.55,1581.95,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,0.08513717709318815,1477.1999999999998,125.76463800205751
0,1,1,27,1,1,0,1,80.65,2209.75,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0,0.06409830145708778,1935.6000000000001,124.06867230033912
0,0,0,19,1,0,0,1,65.35,1231.85,3,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0,0.09892729571633622,1241.6499999999999,122.83307672618886
0,0,0,41,1,1,1,1,106.5,4282.4,0,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.047745212142235705,2556.0,122.03676223555446
0,1,1,18,1,0,1,0,55.95,1082.8,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.12112953126201467,1007.1,121.98955093397498
0,0,0,2,1,0,0,0,80.55,184.1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.7496465096312047,161.1,120.76805270158708
0,0,0,32,1,0,1,1,64.85,2010.95,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.07662383346201646,1556.3999999999999,119.2573344002824
1,0,0,2,1,0,0,1,74.7,165.4,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0.7893980303430393,149.4,117.93606573325009
0,0,0,2,1,0,0,1,75.8,160.75,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0.7755367976520152,151.6,117.5713785240455
0,0,0,10,0,0,0,1,33.9,298.45,1,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0.34284906142248855,339.0,116.22583182222363
0,0,0,2,1,0,1,0,79.0,143.65,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.7318603089045518,158.0,115.63392880691919
0,0,0,31,1,0,0,1,55.25,1715.65,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,0.08711230378685764,1326.0,115.51091482137322
0,0,0,12,1,0,0,1,53.75,648.65,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0,0.17897477856136126,645.0,115.43873217207802
0,0,0,46,1,0,0,1,94.15,4408.45,0,0,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,0,0.05091325556278265,2259.6000000000004,115.04359226966369
0,0,0,3,1,0,1,1,69.95,220.45,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0,0.5477841183203717,209.85000000000002,114.95249722953001
1,0,0,2,1,0,0,1,70.65,142.35,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.8085533712220164,141.3,114.24859135367093
0,0,0,37,1,1,0,0,91.2,3382.3,0,0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0.05219619200967165,2188.8,114.24702507076931
0,1,0,24,0,0,0,0,29.1,688.0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0.16320952118887272,698.4000000000001,113.98552959830872
0,0,0,2,1,0,0,1,70.95,137.95,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.8018251232985818,141.9,113.77898499606876
0,1,0,14,1,0,0,0,48.8,664.4,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.16614834505246834,683.1999999999999,113.51254933984636
0,0,0,3,1,0,1,1,69.35,191.35,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,0.5433265970136476,208.04999999999998,113.03909850868938
0,0,0,4,0,0,1,1,44.55,174.3,0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.632563864697592,178.2,112.72288068911088
0,0,0,19,0,0,0,1,25.15,468.35,4,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.2335477815664092,477.84999999999997,111.60080742150863
1,0,0,2,1,0,0,0,70.75,154.85,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.7857206921409912,141.5,111.17947793795025
0,1,1,13,1,1,0,1,63.15,816.8,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0,0.1353030029121144,820.9499999999999,111.0770002407003
1,0,0,2,1,0,0,1,74.85,156.4,4,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.7382275163449443,149.7,110.51265919683816
